Idx,Wedge_rk,Wedge coords,Line_rk,Line basis,Klein_rk,Klein coords
415,3010," 1, 0, 0, 3, 1, 0",2184," 1, 0, 6, 2, 0, 1, 0, 0",1177," 4, 0, 0, 8, 0, 1"
416,3011," 2, 0, 0, 3, 1, 0",1092," 1, 0, 3, 1, 0, 1, 0, 0",1181," 8, 0, 0, 8, 0, 1"
417,3012," 3, 0, 0, 3, 1, 0",6734," 1, 0, 2, 8, 0, 1, 0, 0",1174," 1, 0, 0, 8, 0, 1"
418,3013," 4, 0, 0, 3, 1, 0",5369," 1, 0, 5, 6, 0, 1, 0, 0",1178," 5, 0, 0, 8, 0, 1"
419,3014," 5, 0, 0, 3, 1, 0",4459," 1, 0, 4, 5, 0, 1, 0, 0",1179," 6, 0, 0, 8, 0, 1"
420,3015," 6, 0, 0, 3, 1, 0",3367," 1, 0, 1, 4, 0, 1, 0, 0",1175," 2, 0, 0, 8, 0, 1"
421,3016," 7, 0, 0, 3, 1, 0",6461," 1, 0, 8, 7, 0, 1, 0, 0",1176," 3, 0, 0, 8, 0, 1"
422,3017," 8, 0, 0, 3, 1, 0",3094," 1, 0, 7, 3, 0, 1, 0, 0",1180," 7, 0, 0, 8, 0, 1"
423,3117," 0, 3, 1, 3, 1, 0",176," 1, 1, 0, 0, 0, 0, 1, 4",4083," 0, 0, 1, 8, 4, 1"
424,3118," 1, 3, 1, 3, 1, 0",2196," 1, 0, 6, 2, 0, 1, 3, 1",4085," 4, 0, 1, 8, 4, 1"
425,3119," 2, 3, 1, 3, 1, 0",1116," 1, 0, 3, 1, 0, 1, 6, 2",4084," 8, 0, 1, 8, 4, 1"
426,3120," 3, 3, 1, 3, 1, 0",6771," 1, 0, 2, 8, 0, 1, 1, 4",4089," 1, 0, 1, 8, 4, 1"
427,3121," 4, 3, 1, 3, 1, 0",5403," 1, 0, 5, 6, 0, 1, 7, 3",4091," 5, 0, 1, 8, 4, 1"
428,3122," 5, 3, 1, 3, 1, 0",4530," 1, 0, 4, 5, 0, 1, 8, 7",4090," 6, 0, 1, 8, 4, 1"
429,3123," 6, 3, 1, 3, 1, 0",3441," 1, 0, 1, 4, 0, 1, 2, 8",4086," 2, 0, 1, 8, 4, 1"
430,3124," 7, 3, 1, 3, 1, 0",6510," 1, 0, 8, 7, 0, 1, 4, 5",4088," 3, 0, 1, 8, 4, 1"
431,3125," 8, 3, 1, 3, 1, 0",3153," 1, 0, 7, 3, 0, 1, 5, 6",4087," 7, 0, 1, 8, 4, 1"
432,3225," 0, 6, 2, 3, 1, 0",267," 1, 2, 0, 0, 0, 0, 1, 4",6963," 0, 0, 2, 8, 8, 1"
433,3226," 1, 6, 2, 3, 1, 0",2208," 1, 0, 6, 2, 0, 1, 6, 2",6964," 4, 0, 2, 8, 8, 1"
434,3227," 2, 6, 2, 3, 1, 0",1104," 1, 0, 3, 1, 0, 1, 3, 1",6965," 8, 0, 2, 8, 8, 1"
435,3228," 3, 6, 2, 3, 1, 0",6808," 1, 0, 2, 8, 0, 1, 2, 8",6966," 1, 0, 2, 8, 8, 1"
436,3229," 4, 6, 2, 3, 1, 0",5428," 1, 0, 5, 6, 0, 1, 5, 6",6967," 5, 0, 2, 8, 8, 1"
437,3230," 5, 6, 2, 3, 1, 0",4508," 1, 0, 4, 5, 0, 1, 4, 5",6968," 6, 0, 2, 8, 8, 1"
438,3231," 6, 6, 2, 3, 1, 0",3404," 1, 0, 1, 4, 0, 1, 1, 4",6969," 2, 0, 2, 8, 8, 1"
439,3232," 7, 6, 2, 3, 1, 0",6532," 1, 0, 8, 7, 0, 1, 8, 7",6970," 3, 0, 2, 8, 8, 1"
440,3233," 8, 6, 2, 3, 1, 0",3128," 1, 0, 7, 3, 0, 1, 7, 3",6971," 7, 0, 2, 8, 8, 1"
441,3315," 0, 7, 3, 3, 1, 0",449," 1, 4, 0, 0, 0, 0, 1, 4",1923," 0, 0, 3, 8, 1, 1"
442,3316," 1, 7, 3, 3, 1, 0",2218," 1, 0, 6, 2, 0, 1, 7, 3",1931," 4, 0, 3, 8, 1, 1"
443,3317," 2, 7, 3, 3, 1, 0",1151," 1, 0, 3, 1, 0, 1, 5, 6",1927," 8, 0, 3, 8, 1, 1"
444,3318," 3, 7, 3, 3, 1, 0",6746," 1, 0, 2, 8, 0, 1, 3, 1",1925," 1, 0, 3, 8, 1, 1"
445,3319," 4, 7, 3, 3, 1, 0",5440," 1, 0, 5, 6, 0, 1, 8, 7",1930," 5, 0, 3, 8, 1, 1"
446,3320," 5, 7, 3, 3, 1, 0",4533," 1, 0, 4, 5, 0, 1, 2, 8",1926," 6, 0, 3, 8, 1, 1"
447,3321," 6, 7, 3, 3, 1, 0",3391," 1, 0, 1, 4, 0, 1, 6, 2",1924," 2, 0, 3, 8, 1, 1"
448,3322," 7, 7, 3, 3, 1, 0",6498," 1, 0, 8, 7, 0, 1, 1, 4",1929," 3, 0, 3, 8, 1, 1"
449,3323," 8, 7, 3, 3, 1, 0",3143," 1, 0, 7, 3, 0, 1, 4, 5",1928," 7, 0, 3, 8, 1, 1"
450,3342," 0, 1, 4, 3, 1, 0",358," 1, 3, 0, 0, 0, 0, 1, 4",4803," 0, 0, 4, 8, 5, 1"
451,3343," 1, 1, 4, 3, 1, 0",2221," 1, 0, 6, 2, 0, 1, 1, 4",4809," 4, 0, 4, 8, 5, 1"
452,3344," 2, 1, 4, 3, 1, 0",1166," 1, 0, 3, 1, 0, 1, 2, 8",4806," 8, 0, 4, 8, 5, 1"
453,3345," 3, 1, 4, 3, 1, 0",6783," 1, 0, 2, 8, 0, 1, 4, 5",4808," 1, 0, 4, 8, 5, 1"
454,3346," 4, 1, 4, 3, 1, 0",5381," 1, 0, 5, 6, 0, 1, 3, 1",4805," 5, 0, 4, 8, 5, 1"
455,3347," 5, 1, 4, 3, 1, 0",4493," 1, 0, 4, 5, 0, 1, 7, 3",4811," 6, 0, 4, 8, 5, 1"
456,3348," 6, 1, 4, 3, 1, 0",3438," 1, 0, 1, 4, 0, 1, 8, 7",4810," 2, 0, 4, 8, 5, 1"
457,3349," 7, 1, 4, 3, 1, 0",6520," 1, 0, 8, 7, 0, 1, 5, 6",4807," 3, 0, 4, 8, 5, 1"
458,3350," 8, 1, 4, 3, 1, 0",3118," 1, 0, 7, 3, 0, 1, 6, 2",4804," 7, 0, 4, 8, 5, 1"
459,3450," 0, 4, 5, 3, 1, 0",722," 1, 7, 0, 0, 0, 0, 1, 4",5523," 0, 0, 5, 8, 6, 1"
460,3451," 1, 4, 5, 3, 1, 0",2233," 1, 0, 6, 2, 0, 1, 4, 5",5528," 4, 0, 5, 8, 6, 1"
461,3452," 2, 4, 5, 3, 1, 0",1163," 1, 0, 3, 1, 0, 1, 8, 7",5530," 8, 0, 5, 8, 6, 1"
462,3453," 3, 4, 5, 3, 1, 0",6793," 1, 0, 2, 8, 0, 1, 5, 6",5527," 1, 0, 5, 8, 6, 1"
463,3454," 4, 4, 5, 3, 1, 0",5406," 1, 0, 5, 6, 0, 1, 1, 4",5529," 5, 0, 5, 8, 6, 1"
464,3455," 5, 4, 5, 3, 1, 0",4471," 1, 0, 4, 5, 0, 1, 3, 1",5525," 6, 0, 5, 8, 6, 1"
465,3456," 6, 4, 5, 3, 1, 0",3401," 1, 0, 1, 4, 0, 1, 7, 3",5531," 2, 0, 5, 8, 6, 1"
466,3457," 7, 4, 5, 3, 1, 0",6485," 1, 0, 8, 7, 0, 1, 6, 2",5524," 3, 0, 5, 8, 6, 1"
467,3458," 8, 4, 5, 3, 1, 0",3168," 1, 0, 7, 3, 0, 1, 2, 8",5526," 7, 0, 5, 8, 6, 1"
468,3540," 0, 5, 6, 3, 1, 0",813," 1, 8, 0, 0, 0, 0, 1, 4",2643," 0, 0, 6, 8, 2, 1"
469,3541," 1, 5, 6, 3, 1, 0",2243," 1, 0, 6, 2, 0, 1, 5, 6",2647," 4, 0, 6, 8, 2, 1"
470,3542," 2, 5, 6, 3, 1, 0",1126," 1, 0, 3, 1, 0, 1, 7, 3",2651," 8, 0, 6, 8, 2, 1"
471,3543," 3, 5, 6, 3, 1, 0",6758," 1, 0, 2, 8, 0, 1, 6, 2",2644," 1, 0, 6, 8, 2, 1"
472,3544," 4, 5, 6, 3, 1, 0",5418," 1, 0, 5, 6, 0, 1, 4, 5",2648," 5, 0, 6, 8, 2, 1"
473,3545," 5, 5, 6, 3, 1, 0",4496," 1, 0, 4, 5, 0, 1, 1, 4",2649," 6, 0, 6, 8, 2, 1"
474,3546," 6, 5, 6, 3, 1, 0",3379," 1, 0, 1, 4, 0, 1, 3, 1",2645," 2, 0, 6, 8, 2, 1"
475,3547," 7, 5, 6, 3, 1, 0",6535," 1, 0, 8, 7, 0, 1, 2, 8",2646," 3, 0, 6, 8, 2, 1"
476,3548," 8, 5, 6, 3, 1, 0",3165," 1, 0, 7, 3, 0, 1, 8, 7",2650," 7, 0, 6, 8, 2, 1"
477,3648," 0, 8, 7, 3, 1, 0",540," 1, 5, 0, 0, 0, 0, 1, 4",3363," 0, 0, 7, 8, 3, 1"
478,3649," 1, 8, 7, 3, 1, 0",2255," 1, 0, 6, 2, 0, 1, 8, 7",3370," 4, 0, 7, 8, 3, 1"
479,3650," 2, 8, 7, 3, 1, 0",1141," 1, 0, 3, 1, 0, 1, 4, 5",3368," 8, 0, 7, 8, 3, 1"
480,3651," 3, 8, 7, 3, 1, 0",6768," 1, 0, 2, 8, 0, 1, 7, 3",3371," 1, 0, 7, 8, 3, 1"
481,3652," 4, 8, 7, 3, 1, 0",5443," 1, 0, 5, 6, 0, 1, 2, 8",3366," 5, 0, 7, 8, 3, 1"
482,3653," 5, 8, 7, 3, 1, 0",4483," 1, 0, 4, 5, 0, 1, 6, 2",3364," 6, 0, 7, 8, 3, 1"
483,3654," 6, 8, 7, 3, 1, 0",3426," 1, 0, 1, 4, 0, 1, 5, 6",3367," 2, 0, 7, 8, 3, 1"
484,3655," 7, 8, 7, 3, 1, 0",6473," 1, 0, 8, 7, 0, 1, 3, 1",3365," 3, 0, 7, 8, 3, 1"
485,3656," 8, 8, 7, 3, 1, 0",3131," 1, 0, 7, 3, 0, 1, 1, 4",3369," 7, 0, 7, 8, 3, 1"
486,3675," 0, 2, 8, 3, 1, 0",631," 1, 6, 0, 0, 0, 0, 1, 4",6243," 0, 0, 8, 8, 7, 1"
487,3676," 1, 2, 8, 3, 1, 0",2258," 1, 0, 6, 2, 0, 1, 2, 8",6246," 4, 0, 8, 8, 7, 1"
488,3677," 2, 2, 8, 3, 1, 0",1129," 1, 0, 3, 1, 0, 1, 1, 4",6249," 8, 0, 8, 8, 7, 1"
489,3678," 3, 2, 8, 3, 1, 0",6805," 1, 0, 2, 8, 0, 1, 8, 7",6250," 1, 0, 8, 8, 7, 1"
490,3679," 4, 2, 8, 3, 1, 0",5393," 1, 0, 5, 6, 0, 1, 6, 2",6244," 5, 0, 8, 8, 7, 1"
491,3680," 5, 2, 8, 3, 1, 0",4518," 1, 0, 4, 5, 0, 1, 5, 6",6247," 6, 0, 8, 8, 7, 1"
492,3681," 6, 2, 8, 3, 1, 0",3416," 1, 0, 1, 4, 0, 1, 4, 5",6248," 2, 0, 8, 8, 7, 1"
493,3682," 7, 2, 8, 3, 1, 0",6495," 1, 0, 8, 7, 0, 1, 7, 3",6251," 3, 0, 8, 8, 7, 1"
494,3683," 8, 2, 8, 3, 1, 0",3106," 1, 0, 7, 3, 0, 1, 3, 1",6245," 7, 0, 8, 8, 7, 1"
495,3738," 0, 0, 0, 4, 1, 0",7374," 0, 1, 0, 0, 0, 0, 1, 3",1139," 0, 0, 0, 6, 0, 1"
496,3739," 1, 0, 0, 4, 1, 0",2366," 1, 0, 8, 2, 0, 1, 0, 0",1142," 3, 0, 0, 6, 0, 1"
497,3740," 2, 0, 0, 4, 1, 0",1183," 1, 0, 4, 1, 0, 1, 0, 0",1145," 6, 0, 0, 6, 0, 1"
498,3741," 3, 0, 0, 4, 1, 0",7189," 1, 0, 7, 8, 0, 1, 0, 0",1146," 7, 0, 0, 6, 0, 1"
499,3742," 4, 0, 0, 4, 1, 0",5096," 1, 0, 2, 6, 0, 1, 0, 0",1140," 1, 0, 0, 6, 0, 1"
500,3743," 5, 0, 0, 4, 1, 0",4641," 1, 0, 6, 5, 0, 1, 0, 0",1143," 4, 0, 0, 6, 0, 1"
501,3744," 6, 0, 0, 4, 1, 0",3731," 1, 0, 5, 4, 0, 1, 0, 0",1144," 5, 0, 0, 6, 0, 1"
502,3745," 7, 0, 0, 4, 1, 0",6006," 1, 0, 3, 7, 0, 1, 0, 0",1147," 8, 0, 0, 6, 0, 1"
503,3746," 8, 0, 0, 4, 1, 0",2548," 1, 0, 1, 3, 0, 1, 0, 0",1141," 2, 0, 0, 6, 0, 1"
504,3855," 0, 4, 1, 4, 1, 0",175," 1, 1, 0, 0, 0, 0, 1, 3",3397," 0, 0, 1, 6, 3, 1"
505,3856," 1, 4, 1, 4, 1, 0",2379," 1, 0, 8, 2, 0, 1, 4, 1",3399," 3, 0, 1, 6, 3, 1"
506,3857," 2, 4, 1, 4, 1, 0",1209," 1, 0, 4, 1, 0, 1, 8, 2",3398," 6, 0, 1, 6, 3, 1"
507,3858," 3, 4, 1, 4, 1, 0",7230," 1, 0, 7, 8, 0, 1, 5, 4",3403," 7, 0, 1, 6, 3, 1"
508,3859," 4, 4, 1, 4, 1, 0",5124," 1, 0, 2, 6, 0, 1, 1, 3",3405," 1, 0, 1, 6, 3, 1"
509,3860," 5, 4, 1, 4, 1, 0",4707," 1, 0, 6, 5, 0, 1, 3, 7",3404," 4, 0, 1, 6, 3, 1"
510,3861," 6, 4, 1, 4, 1, 0",3810," 1, 0, 5, 4, 0, 1, 7, 8",3400," 5, 0, 1, 6, 3, 1"
511,3862," 7, 4, 1, 4, 1, 0",6057," 1, 0, 3, 7, 0, 1, 6, 5",3402," 8, 0, 1, 6, 3, 1"
512,3863," 8, 4, 1, 4, 1, 0",2604," 1, 0, 1, 3, 0, 1, 2, 6",3401," 2, 0, 1, 6, 3, 1"
513,3972," 0, 8, 2, 4, 1, 0",266," 1, 2, 0, 0, 0, 0, 1, 3",5557," 0, 0, 2, 6, 6, 1"
514,3973," 1, 8, 2, 4, 1, 0",2392," 1, 0, 8, 2, 0, 1, 8, 2",5558," 3, 0, 2, 6, 6, 1"
515,3974," 2, 8, 2, 4, 1, 0",1196," 1, 0, 4, 1, 0, 1, 4, 1",5559," 6, 0, 2, 6, 6, 1"
516,3975," 3, 8, 2, 4, 1, 0",7268," 1, 0, 7, 8, 0, 1, 7, 8",5560," 7, 0, 2, 6, 6, 1"
517,3976," 4, 8, 2, 4, 1, 0",5152," 1, 0, 2, 6, 0, 1, 2, 6",5561," 1, 0, 2, 6, 6, 1"
518,3977," 5, 8, 2, 4, 1, 0",4692," 1, 0, 6, 5, 0, 1, 6, 5",5562," 4, 0, 2, 6, 6, 1"
519,3978," 6, 8, 2, 4, 1, 0",3772," 1, 0, 5, 4, 0, 1, 5, 4",5563," 5, 0, 2, 6, 6, 1"
520,3979," 7, 8, 2, 4, 1, 0",6072," 1, 0, 3, 7, 0, 1, 3, 7",5564," 8, 0, 2, 6, 6, 1"
521,3980," 8, 8, 2, 4, 1, 0",2576," 1, 0, 1, 3, 0, 1, 1, 3",5565," 2, 0, 2, 6, 6, 1"
522,3990," 0, 1, 3, 4, 1, 0",448," 1, 4, 0, 0, 0, 0, 1, 3",6277," 0, 0, 3, 6, 7, 1"
523,3991," 1, 1, 3, 4, 1, 0",2394," 1, 0, 8, 2, 0, 1, 1, 3",6285," 3, 0, 3, 6, 7, 1"
524,3992," 2, 1, 3, 4, 1, 0",1239," 1, 0, 4, 1, 0, 1, 2, 6",6281," 6, 0, 3, 6, 7, 1"
525,3993," 3, 1, 3, 4, 1, 0",7202," 1, 0, 7, 8, 0, 1, 4, 1",6279," 7, 0, 3, 6, 7, 1"
526,3994," 4, 1, 3, 4, 1, 0",5162," 1, 0, 2, 6, 0, 1, 3, 7",6284," 1, 0, 3, 6, 7, 1"
527,3995," 5, 1, 3, 4, 1, 0",4720," 1, 0, 6, 5, 0, 1, 7, 8",6280," 4, 0, 3, 6, 7, 1"
528,3996," 6, 1, 3, 4, 1, 0",3757," 1, 0, 5, 4, 0, 1, 8, 2",6278," 5, 0, 3, 6, 7, 1"
529,3997," 7, 1, 3, 4, 1, 0",6047," 1, 0, 3, 7, 0, 1, 5, 4",6283," 8, 0, 3, 6, 7, 1"
530,3998," 8, 1, 3, 4, 1, 0",2599," 1, 0, 1, 3, 0, 1, 6, 5",6282," 2, 0, 3, 6, 7, 1"
531,4107," 0, 5, 4, 4, 1, 0",357," 1, 3, 0, 0, 0, 0, 1, 3",1957," 0, 0, 4, 6, 1, 1"
532,4108," 1, 5, 4, 4, 1, 0",2407," 1, 0, 8, 2, 0, 1, 5, 4",1963," 3, 0, 4, 6, 1, 1"
533,4109," 2, 5, 4, 4, 1, 0",1262," 1, 0, 4, 1, 0, 1, 7, 8",1960," 6, 0, 4, 6, 1, 1"
534,4110," 3, 5, 4, 4, 1, 0",7240," 1, 0, 7, 8, 0, 1, 6, 5",1962," 7, 0, 4, 6, 1, 1"
535,4111," 4, 5, 4, 4, 1, 0",5109," 1, 0, 2, 6, 0, 1, 4, 1",1959," 1, 0, 4, 6, 1, 1"
536,4112," 5, 5, 4, 4, 1, 0",4669," 1, 0, 6, 5, 0, 1, 1, 3",1965," 4, 0, 4, 6, 1, 1"
537,4113," 6, 5, 4, 4, 1, 0",3797," 1, 0, 5, 4, 0, 1, 3, 7",1964," 5, 0, 4, 6, 1, 1"
538,4114," 7, 5, 4, 4, 1, 0",6062," 1, 0, 3, 7, 0, 1, 2, 6",1961," 8, 0, 4, 6, 1, 1"
539,4115," 8, 5, 4, 4, 1, 0",2574," 1, 0, 1, 3, 0, 1, 8, 2",1958," 2, 0, 4, 6, 1, 1"
540,4197," 0, 6, 5, 4, 1, 0",721," 1, 7, 0, 0, 0, 0, 1, 3",4117," 0, 0, 5, 6, 4, 1"
541,4198," 1, 6, 5, 4, 1, 0",2417," 1, 0, 8, 2, 0, 1, 6, 5",4122," 3, 0, 5, 6, 4, 1"
542,4199," 2, 6, 5, 4, 1, 0",1249," 1, 0, 4, 1, 0, 1, 3, 7",4124," 6, 0, 5, 6, 4, 1"
543,4200," 3, 6, 5, 4, 1, 0",7245," 1, 0, 7, 8, 0, 1, 2, 6",4121," 7, 0, 5, 6, 4, 1"
544,4201," 4, 6, 5, 4, 1, 0",5137," 1, 0, 2, 6, 0, 1, 5, 4",4123," 1, 0, 5, 6, 4, 1"
545,4202," 5, 6, 5, 4, 1, 0",4654," 1, 0, 6, 5, 0, 1, 4, 1",4119," 4, 0, 5, 6, 4, 1"
546,4203," 6, 6, 5, 4, 1, 0",3759," 1, 0, 5, 4, 0, 1, 1, 3",4125," 5, 0, 5, 6, 4, 1"
547,4204," 7, 6, 5, 4, 1, 0",6032," 1, 0, 3, 7, 0, 1, 8, 2",4118," 8, 0, 5, 6, 4, 1"
548,4205," 8, 6, 5, 4, 1, 0",2627," 1, 0, 1, 3, 0, 1, 7, 8",4120," 2, 0, 5, 6, 4, 1"
549,4242," 0, 2, 6, 4, 1, 0",812," 1, 8, 0, 0, 0, 0, 1, 3",4837," 0, 0, 6, 6, 5, 1"
550,4243," 1, 2, 6, 4, 1, 0",2422," 1, 0, 8, 2, 0, 1, 2, 6",4841," 3, 0, 6, 6, 5, 1"
551,4244," 2, 2, 6, 4, 1, 0",1211," 1, 0, 4, 1, 0, 1, 1, 3",4845," 6, 0, 6, 6, 5, 1"
552,4245," 3, 2, 6, 4, 1, 0",7215," 1, 0, 7, 8, 0, 1, 8, 2",4838," 7, 0, 6, 6, 5, 1"
553,4246," 4, 2, 6, 4, 1, 0",5147," 1, 0, 2, 6, 0, 1, 6, 5",4842," 1, 0, 6, 6, 5, 1"
554,4247," 5, 2, 6, 4, 1, 0",4682," 1, 0, 6, 5, 0, 1, 5, 4",4843," 4, 0, 6, 6, 5, 1"
555,4248," 6, 2, 6, 4, 1, 0",3744," 1, 0, 5, 4, 0, 1, 4, 1",4839," 5, 0, 6, 6, 5, 1"
556,4249," 7, 2, 6, 4, 1, 0",6085," 1, 0, 3, 7, 0, 1, 7, 8",4840," 8, 0, 6, 6, 5, 1"
557,4250," 8, 2, 6, 4, 1, 0",2614," 1, 0, 1, 3, 0, 1, 3, 7",4844," 2, 0, 6, 6, 5, 1"
558,4332," 0, 3, 7, 4, 1, 0",539," 1, 5, 0, 0, 0, 0, 1, 3",6997," 0, 0, 7, 6, 8, 1"
559,4333," 1, 3, 7, 4, 1, 0",2432," 1, 0, 8, 2, 0, 1, 3, 7",7004," 3, 0, 7, 6, 8, 1"
560,4334," 2, 3, 7, 4, 1, 0",1234," 1, 0, 4, 1, 0, 1, 6, 5",7002," 6, 0, 7, 6, 8, 1"
561,4335," 3, 3, 7, 4, 1, 0",7217," 1, 0, 7, 8, 0, 1, 1, 3",7005," 7, 0, 7, 6, 8, 1"
562,4336," 4, 3, 7, 4, 1, 0",5175," 1, 0, 2, 6, 0, 1, 7, 8",7000," 1, 0, 7, 6, 8, 1"
563,4337," 5, 3, 7, 4, 1, 0",4667," 1, 0, 6, 5, 0, 1, 8, 2",6998," 4, 0, 7, 6, 8, 1"
564,4338," 6, 3, 7, 4, 1, 0",3787," 1, 0, 5, 4, 0, 1, 2, 6",7001," 5, 0, 7, 6, 8, 1"
565,4339," 7, 3, 7, 4, 1, 0",6019," 1, 0, 3, 7, 0, 1, 4, 1",6999," 8, 0, 7, 6, 8, 1"
566,4340," 8, 3, 7, 4, 1, 0",2589," 1, 0, 1, 3, 0, 1, 5, 4",7003," 2, 0, 7, 6, 8, 1"
567,4449," 0, 7, 8, 4, 1, 0",630," 1, 6, 0, 0, 0, 0, 1, 3",2677," 0, 0, 8, 6, 2, 1"
568,4450," 1, 7, 8, 4, 1, 0",2445," 1, 0, 8, 2, 0, 1, 7, 8",2680," 3, 0, 8, 6, 2, 1"
569,4451," 2, 7, 8, 4, 1, 0",1224," 1, 0, 4, 1, 0, 1, 5, 4",2683," 6, 0, 8, 6, 2, 1"
570,4452," 3, 7, 8, 4, 1, 0",7255," 1, 0, 7, 8, 0, 1, 3, 7",2684," 7, 0, 8, 6, 2, 1"
571,4453," 4, 7, 8, 4, 1, 0",5122," 1, 0, 2, 6, 0, 1, 8, 2",2678," 1, 0, 8, 6, 2, 1"
572,4454," 5, 7, 8, 4, 1, 0",4697," 1, 0, 6, 5, 0, 1, 2, 6",2681," 4, 0, 8, 6, 2, 1"
573,4455," 6, 7, 8, 4, 1, 0",3782," 1, 0, 5, 4, 0, 1, 6, 5",2682," 5, 0, 8, 6, 2, 1"
574,4456," 7, 7, 8, 4, 1, 0",6034," 1, 0, 3, 7, 0, 1, 1, 3",2685," 8, 0, 8, 6, 2, 1"
575,4457," 8, 7, 8, 4, 1, 0",2561," 1, 0, 1, 3, 0, 1, 4, 1",2679," 2, 0, 8, 6, 2, 1"
576,4467," 0, 0, 0, 5, 1, 0",7378," 0, 1, 0, 0, 0, 0, 1, 7",1122," 0, 0, 0, 5, 0, 1"
577,4468," 1, 0, 0, 5, 1, 0",2275," 1, 0, 7, 2, 0, 1, 0, 0",1129," 7, 0, 0, 5, 0, 1"
578,4469," 2, 0, 0, 5, 1, 0",1274," 1, 0, 5, 1, 0, 1, 0, 0",1127," 5, 0, 0, 5, 0, 1"
579,4470," 3, 0, 0, 5, 1, 0",6825," 1, 0, 3, 8, 0, 1, 0, 0",1130," 8, 0, 0, 5, 0, 1"
580,4471," 4, 0, 0, 5, 1, 0",5642," 1, 0, 8, 6, 0, 1, 0, 0",1125," 3, 0, 0, 5, 0, 1"
581,4472," 5, 0, 0, 5, 1, 0",4277," 1, 0, 2, 5, 0, 1, 0, 0",1123," 1, 0, 0, 5, 0, 1"
582,4473," 6, 0, 0, 5, 1, 0",3822," 1, 0, 6, 4, 0, 1, 0, 0",1126," 4, 0, 0, 5, 0, 1"
583,4474," 7, 0, 0, 5, 1, 0",5824," 1, 0, 1, 7, 0, 1, 0, 0",1124," 2, 0, 0, 5, 0, 1"
584,4475," 8, 0, 0, 5, 1, 0",2821," 1, 0, 4, 3, 0, 1, 0, 0",1128," 6, 0, 0, 5, 0, 1"
585,4593," 0, 5, 1, 5, 1, 0",179," 1, 1, 0, 0, 0, 0, 1, 7",6260," 0, 0, 1, 5, 7, 1"
586,4594," 1, 5, 1, 5, 1, 0",2289," 1, 0, 7, 2, 0, 1, 5, 1",6262," 7, 0, 1, 5, 7, 1"
587,4595," 2, 5, 1, 5, 1, 0",1299," 1, 0, 5, 1, 0, 1, 7, 2",6261," 5, 0, 1, 5, 7, 1"
588,4596," 3, 5, 1, 5, 1, 0",6867," 1, 0, 3, 8, 0, 1, 6, 4",6266," 8, 0, 1, 5, 7, 1"
589,4597," 4, 5, 1, 5, 1, 0",5673," 1, 0, 8, 6, 0, 1, 4, 3",6268," 3, 0, 1, 5, 7, 1"
590,4598," 5, 5, 1, 5, 1, 0",4341," 1, 0, 2, 5, 0, 1, 1, 7",6267," 1, 0, 1, 5, 7, 1"
591,4599," 6, 5, 1, 5, 1, 0",3897," 1, 0, 6, 4, 0, 1, 3, 8",6263," 4, 0, 1, 5, 7, 1"
592,4600," 7, 5, 1, 5, 1, 0",5871," 1, 0, 1, 7, 0, 1, 2, 5",6265," 2, 0, 1, 5, 7, 1"
593,4601," 8, 5, 1, 5, 1, 0",2883," 1, 0, 4, 3, 0, 1, 8, 6",6264," 6, 0, 1, 5, 7, 1"
594,4692," 0, 7, 2, 5, 1, 0",270," 1, 2, 0, 0, 0, 0, 1, 7",4820," 0, 0, 2, 5, 5, 1"
595,4693," 1, 7, 2, 5, 1, 0",2300," 1, 0, 7, 2, 0, 1, 7, 2",4821," 7, 0, 2, 5, 5, 1"
596,4694," 2, 7, 2, 5, 1, 0",1288," 1, 0, 5, 1, 0, 1, 5, 1",4822," 5, 0, 2, 5, 5, 1"
597,4695," 3, 7, 2, 5, 1, 0",6900," 1, 0, 3, 8, 0, 1, 3, 8",4823," 8, 0, 2, 5, 5, 1"
598,4696," 4, 7, 2, 5, 1, 0",5704," 1, 0, 8, 6, 0, 1, 8, 6",4824," 3, 0, 2, 5, 5, 1"
599,4697," 5, 7, 2, 5, 1, 0",4324," 1, 0, 2, 5, 0, 1, 2, 5",4825," 1, 0, 2, 5, 5, 1"
600,4698," 6, 7, 2, 5, 1, 0",3864," 1, 0, 6, 4, 0, 1, 6, 4",4826," 4, 0, 2, 5, 5, 1"
601,4699," 7, 7, 2, 5, 1, 0",5888," 1, 0, 1, 7, 0, 1, 1, 7",4827," 2, 0, 2, 5, 5, 1"
602,4700," 8, 7, 2, 5, 1, 0",2852," 1, 0, 4, 3, 0, 1, 4, 3",4828," 6, 0, 2, 5, 5, 1"
603,4746," 0, 4, 3, 5, 1, 0",452," 1, 4, 0, 0, 0, 0, 1, 7",6980," 0, 0, 3, 5, 8, 1"
604,4747," 1, 4, 3, 5, 1, 0",2306," 1, 0, 7, 2, 0, 1, 4, 3",6988," 7, 0, 3, 5, 8, 1"
605,4748," 2, 4, 3, 5, 1, 0",1336," 1, 0, 5, 1, 0, 1, 8, 6",6984," 5, 0, 3, 5, 8, 1"
606,4749," 3, 4, 3, 5, 1, 0",6839," 1, 0, 3, 8, 0, 1, 5, 1",6982," 8, 0, 3, 5, 8, 1"
607,4750," 4, 4, 3, 5, 1, 0",5706," 1, 0, 8, 6, 0, 1, 1, 7",6987," 3, 0, 3, 5, 8, 1"
608,4751," 5, 4, 3, 5, 1, 0",4352," 1, 0, 2, 5, 0, 1, 3, 8",6983," 1, 0, 3, 5, 8, 1"
